2024, 12, 01, 2024.917, 119,  17.1,  25,  30,
2024, 12, 02, 2024.919, 132,  19.8,  19,  22,
2024, 12, 03, 2024.922, 125,  13.3,  20,  24,
2024, 12, 04, 2024.925, 125,  15.8,  14,  16,
2024, 12, 05, 2024.928, 129,   9.8,  12,  16,
2024, 12, 06, 2024.930, 117,  23.9,  18,  22,
2024, 12, 07, 2024.933, 136,  17.4,  15,  18,
2024, 12, 08, 2024.936, 146,  28.5,  12,  15,
2024, 12, 09, 2024.939, 115,  11.0,  10,  12,
2024, 12, 10, 2024.941, 149,  17.5,   7,   9,
2024, 12, 11, 2024.944, 124,  12.4,   9,  11,
2024, 12, 12, 2024.947, 115,   6.6,  11,  13,
2024, 12, 13, 2024.949, 112,  16.7,  12,  13,
2024, 12, 14, 2024.952,  97,  18.3,  13,  15,
2024, 12, 15, 2024.955, 109,  11.9,  12,  14,
2024, 12, 16, 2024.958, 100,   9.9,  13,  16,
2024, 12, 17, 2024.960,  92,  13.2,  16,  19,
2024, 12, 18, 2024.963, 116,   6.8,  17,  19,
2024, 12, 19, 2024.966, 128,  15.3,  15,  17,
2024, 12, 20, 2024.969, 155,  15.9,  26,  29,
2024, 12, 21, 2024.971, 162,  16.7,  14,  16,
2024, 12, 22, 2024.974, 193,  26.6,  13,  15,
2024, 12, 23, 2024.977, 224,  32.9,  12,  14,
2024, 12, 24, 2024.980, 216,  44.5,   9,   9,
2024, 12, 25, 2024.982, 245,  29.2,  12,  13,
2024, 12, 26, 2024.985, 267,  32.5,   9,  11,
2024, 12, 27, 2024.988, 256,  21.2,  14,  17,
2024, 12, 28, 2024.990, 263,  28.8,  16,  18,
2024, 12, 29, 2024.993, 284,   0.0,   1,   1,
